pos,player,opp,status,stats,points,year,week,team,total_score,total_bench,record,streak,team_away,total_score_away,total_bench_away,record_away,streak_away,game_id
BN,T. Gurley RB - LA,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
BN,A. Kamara RB - NO,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
BN,C. Ridley WR - ATL,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
BN,G. Minshew QB - JAX,HOU,"Loss, 3-26","309 Pass Yds, Pass TD, 2 Int, 34 Rush Yds, Rush TD, 2 Fum, 2PT, ...",7.76,2019,9,Angst Potter,129.42,7.76,5-4-0,W1,Goldcity,100.68,0.0,4-5-0,L3,176
QB,J. Garoppolo QB - SF,@ARI,"Win, 28-25","317 Pass Yds, 4 Pass TD, Int, 2 Rush Yds, Rush TD, Fum, 2PT, ...",28.88,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
RB,A. Jones RB - GB,@LAC,"Loss, 11-26","30 Rush Yds, Rush TD, Fum, -1 Rec Yds, Rec TD, 2PT, ...",3.4,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
RB,A. Ekeler RB - LAC,GB,"Win, 26-11","70 Rush Yds, Rush TD, Fum, 23 Rec Yds, Rec TD, 2PT, ...",11.3,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
WR,S. Shepard WR - NYG,DAL,"Loss, 18-37","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
WR,C. Samuel WR - CAR,TEN,"Win, 30-20","64 Rec Yds, 1 Rec TD, Fum, 10 Rush Yds, Rush TD, 2PT, ...",14.9,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
TE,G. Kittle TE - SF,@ARI,"Win, 28-25","79 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",16.9,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
W/R,P. Barber RB - TB,@SEA,"Loss, 34-40","15 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",1.5,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
R/W/T,K. Rudolph TE - MIN,@KC,"Loss, 23-26","23 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",9.8,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
K,J. Elliott K - PHI,CHI,"Win, 22-14","1 PAT, 1 PAT Miss, 0-19, 2 20-29, 1 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",7.0,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
DEF,Vikings DEF,@KC,"Loss, 23-26","26 Pts, 5 Sck, Int, 1 Fum, TD, Ret TD, Saf, ...",7.0,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
BN,M. Ryan QB - ATL,Bye,,"Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
BN,A. Green WR - CIN,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
BN,J. Jones WR - ATL,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
BN,T. Boyd WR - CIN,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
BN,J. Mixon RB - CIN,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
BN,I. Smith RB - ATL,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,9,Goldcity,100.68,0.0,4-5-0,L3,Angst Potter,129.42,7.76,5-4-0,W1,176
QB,M. Stafford QB - DET,@LV,"Loss, 24-31","406 Pass Yds, 3 Pass TD, 1 Int, 6 Rush Yds, Rush TD, 1 Fum, 2PT, ...",24.84,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
RB,T. Coleman RB - SF,@ARI,"Win, 28-25","23 Rush Yds, Rush TD, Fum, 13 Rec Yds, Rec TD, 2PT, ...",4.6,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
RB,N. Chubb RB - CLE,@DEN,"Loss, 19-24","65 Rush Yds, Rush TD, Fum, 26 Rec Yds, Rec TD, 2PT, ...",11.1,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
WR,M. Evans WR - TB,@SEA,"Loss, 34-40","180 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",30.0,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
WR,J. Brown WR - BUF,WAS,"Win, 24-9","76 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",9.6,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
TE,J. Smith TE - TEN,@CAR,"Loss, 20-30","18 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.3,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
W/R,J. Jacobs RB - LV,DET,"Win, 31-24","120 Rush Yds, 2 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",24.0,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
R/W/T,S. Barkley RB - NYG,DAL,"Loss, 18-37","28 Rush Yds, Rush TD, Fum, 67 Rec Yds, Rec TD, 2PT, ...",12.5,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
K,Z. Gonzalez K - ARI,SF,"Loss, 25-28","2 PAT, PAT Miss, 0-19, 20-29, 1 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",5.0,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
DEF,Patriots DEF,@BAL,"Loss, 20-37","31 Pts, 1 Sck, Int, 2 Fum, TD, Ret TD, Saf, ...",4.0,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
BN,C. Wentz QB - PHI,CHI,"Win, 22-14","239 Pass Yds, 1 Pass TD, Int, 15 Rush Yds, Rush TD, Fum, 2PT, ...",15.06,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
BN,R. Anderson WR - NYJ,@MIA,"Loss, 18-26","33 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",4.3,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
BN,R. Freeman RB - DEN,CLE,"Win, 24-19","15 Rush Yds, Rush TD, Fum, -1 Rec Yds, Rec TD, 2PT, ...",1.9,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
BN,M. Brown WR - BAL,NE,"Win, 37-20","48 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.3,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
BN,A. Mattison RB - MIN,@KC,"Loss, 23-26","6 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.6,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
BN,M. Sanders RB - PHI,CHI,"Win, 22-14","42 Rush Yds, Rush TD, Fum, 31 Rec Yds, Rec TD, 2PT, ...",8.8,2019,9,I dont feel so good,128.94,36.96,4-5-0,L1,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,177
QB,R. Wilson QB - SEA,TB,"Win, 40-34","378 Pass Yds, 5 Pass TD, Int, 21 Rush Yds, Rush TD, Fum, 1 2PT, ...",39.22,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
RB,D. Henry RB - TEN,@CAR,"Loss, 20-30","63 Rush Yds, 1 Rush TD, Fum, 36 Rec Yds, 1 Rec TD, 2PT, ...",23.4,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
RB,J. Samuels RB - PIT,IND,"Win, 26-24","10 Rush Yds, Rush TD, 1 Fum, 73 Rec Yds, Rec TD, 2PT, ...",12.8,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
WR,S. Diggs WR - MIN,@KC,"Loss, 23-26","4 Rec Yds, Rec TD, Fum, 12 Rush Yds, Rush TD, 2PT, ...",2.1,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
WR,D. Moore WR - CAR,TEN,"Win, 30-20","101 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",13.6,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
TE,D. Waller TE - LV,DET,"Win, 31-24","52 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.2,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
W/R,S. Michel RB - NE,@BAL,"Loss, 20-37","18 Rush Yds, Rush TD, Fum, 12 Rec Yds, Rec TD, 2PT, ...",3.5,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
R/W/T,C. Hyde RB - HOU,@JAX,"Win, 26-3","160 Rush Yds, Rush TD, 1 Fum, Rec Yds, Rec TD, 2PT, ...",14.0,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
K,K. Fairbairn K - HOU,@JAX,"Win, 26-3","2 PAT, 1 PAT Miss, 0-19, 20-29, 30-39, 1 40-49, 1 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, 1 Miss 50+, ...",10.0,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
DEF,Steelers DEF,IND,"Win, 26-24","22 Pts, 5 Sck, 1 Int, 2 Fum, 1 TD, Ret TD, Saf, ...",17.0,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
BN,L. Fitzgerald WR - ARI,SF,"Loss, 25-28","38 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",5.8,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
BN,T. Hilton WR - IND,@PIT,"Loss, 24-26","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
BN,M. Thomas WR - NO,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
BN,J. Conner RB - PIT,IND,"Win, 26-24","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
BN,D. Watson QB - HOU,@JAX,"Win, 26-3","201 Pass Yds, 2 Pass TD, Int, 37 Rush Yds, Rush TD, Fum, 2PT, ...",19.74,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
BN,M. Andrews TE - BAL,NE,"Win, 37-20","21 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",3.1,2019,9,N'Keal and the Hyde B Fitz,141.82,28.64,6-3-0,W5,I dont feel so good,128.94,36.96,4-5-0,L1,177
QB,D. Jones QB - NYG,DAL,"Loss, 18-37","210 Pass Yds, 1 Pass TD, 1 Int, 54 Rush Yds, Rush TD, 2 Fum, 2PT, ...",11.8,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
RB,E. Elliott RB - DAL,@NYG,"Win, 37-18","139 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",13.9,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
RB,K. Drake RB - ARI,SF,"Loss, 25-28","110 Rush Yds, 1 Rush TD, Fum, 52 Rec Yds, Rec TD, 1 2PT, ...",26.2,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
WR,E. Sanders WR - SF,@ARI,"Win, 28-25","112 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",20.7,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
WR,M. Williams WR - LAC,GB,"Win, 26-11","111 Rec Yds, Rec TD, Fum, 2 Rush Yds, Rush TD, 2PT, ...",12.8,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
TE,Z. Ertz TE - PHI,CHI,"Win, 22-14","103 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",20.8,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
W/R,A. Peterson RB - WAS,@BUF,"Loss, 9-24","108 Rush Yds, Rush TD, Fum, 22 Rec Yds, Rec TD, 2PT, ...",13.5,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
R/W/T,M. Breida RB - SF,@ARI,"Win, 28-25","78 Rush Yds, Rush TD, Fum, 14 Rec Yds, Rec TD, 2PT, ...",10.2,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
K,W. Lutz K - NO,Bye,,"PAT, PAT Miss, 0-19, 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",0.0,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
DEF,Rams DEF,Bye,,"Pts, Sck, Int, Fum, TD, Ret TD, Saf, ...",0.0,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
BN,D. Brees QB - NO,Bye,,"Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
BN,A. Brown WR,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
BN,B. Cooks WR - LA,Bye,,"Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
BN,J. Goff QB - LA,Bye,,"Pass Yds, Pass TD, Int, Rush Yds, Rush TD, Fum, 2PT, ...",0.0,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
BN,K. Hunt RB - CLE,@DEN,"Loss, 19-24","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
BN,M. Mack RB - IND,@PIT,"Loss, 24-26","89 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",8.9,2019,9,Rui's Crew,129.9,8.9,5-4-0,W1,Big Dick Nick,87.64,17.0,5-4-0,L1,178
QB,A. Rodgers QB - GB,@LAC,"Loss, 11-26","161 Pass Yds, 1 Pass TD, Int, 5 Rush Yds, Rush TD, Fum, 1 2PT, ...",12.94,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
RB,D. Cook RB - MIN,@KC,"Loss, 23-26","71 Rush Yds, Rush TD, Fum, 45 Rec Yds, Rec TD, 2PT, ...",13.6,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
RB,P. Lindsay RB - DEN,CLE,"Win, 24-19","92 Rush Yds, 1 Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",15.2,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
WR,G. Tate WR - NYG,DAL,"Loss, 18-37","42 Rec Yds, Rec TD, Fum, 16 Rush Yds, Rush TD, 2PT, ...",8.8,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
WR,D. Chark WR - JAX,HOU,"Loss, 3-26","32 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",5.2,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
TE,T. Kelce TE - KC,MIN,"Win, 26-23","62 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",9.7,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
W/R,D. Adams WR - GB,@LAC,"Loss, 11-26","41 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.6,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
R/W/T,M. Walton RB,Bye,,"29 Rush Yds, Rush TD, Fum, 12 Rec Yds, Rec TD, 2PT, ...",5.6,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
K,J. Myers K - SEA,TB,"Win, 40-34","2 PAT, 1 PAT Miss, 0-19, 1 20-29, 1 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, 2 Miss 40-49, Miss 50+, ...",6.0,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
DEF,49ers DEF,@ARI,"Win, 28-25","25 Pts, 3 Sck, Int, Fum, TD, Ret TD, Saf, ...",3.0,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
BN,L. Murray RB - NO,Bye,,"Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
BN,D. Guice RB - WAS,@BUF,"Loss, 9-24","Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",0.0,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
BN,T. Johnson RB - DET,@LV,"Loss, 24-31","29 Rush Yds, Rush TD, Fum, 7 Rec Yds, Rec TD, 2PT, ...",5.1,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
BN,T. McLaurin WR - WAS,@BUF,"Loss, 9-24","39 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",5.9,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
BN,N. Harry WR - NE,@BAL,"Loss, 20-37","Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",0.0,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
BN,J. Tucker K - BAL,NE,"Win, 37-20","4 PAT, 1 PAT Miss, 0-19, 20-29, 1 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",6.0,2019,9,Big Dick Nick,87.64,17.0,5-4-0,L1,Rui's Crew,129.9,8.9,5-4-0,W1,178
QB,D. Prescott QB - DAL,@NYG,"Win, 37-18","257 Pass Yds, 3 Pass TD, 1 Int, 12 Rush Yds, Rush TD, Fum, 2PT, ...",21.48,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
RB,F. Gore RB - BUF,WAS,"Win, 24-9","15 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",1.5,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
RB,L. Bell RB - NYJ,@MIA,"Loss, 18-26","66 Rush Yds, Rush TD, Fum, 55 Rec Yds, Rec TD, 2PT, ...",16.1,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
WR,A. Cooper WR - DAL,@NYG,"Win, 37-18","80 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",16.0,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
WR,T. Hill WR - KC,MIN,"Win, 26-23","140 Rec Yds, 1 Rec TD, Fum, 5 Rush Yds, Rush TD, 2PT, ...",23.5,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
TE,H. Henry TE - LAC,GB,"Win, 26-11","84 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",11.9,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
W/R,K. Golladay WR - DET,@LV,"Loss, 24-31","132 Rec Yds, 1 Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",21.2,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
R/W/T,A. Robinson WR - CHI,@PHI,"Loss, 14-22","6 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",1.1,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
K,N. Folk K - NE,@BAL,"Loss, 20-37","2 PAT, PAT Miss, 1 0-19, 1 20-29, 30-39, 40-49, 50+, Miss 0-19, Miss 20-29, Miss 30-39, Miss 40-49, Miss 50+, ...",5.0,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
DEF,Panthers DEF,TEN,"Win, 30-20","20 Pts, 4 Sck, 2 Int, 1 Fum, TD, Ret TD, Saf, ...",11.0,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
BN,K. Stills WR - HOU,@JAX,"Win, 26-3","52 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",7.2,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
BN,J. White RB - NE,@BAL,"Loss, 20-37","38 Rush Yds, 1 Rush TD, Fum, 46 Rec Yds, Rec TD, 2PT, ...",15.4,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
BN,D. Johnson RB - HOU,@JAX,"Win, 26-3","13 Rush Yds, 1 Rush TD, Fum, 68 Rec Yds, Rec TD, 2PT, ...",16.6,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
BN,T. Williams WR - LV,DET,"Win, 31-24","48 Rec Yds, Rec TD, Fum, Rush Yds, Rush TD, 2PT, ...",6.3,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
BN,J. Williams RB - GB,@LAC,"Loss, 11-26","10 Rush Yds, Rush TD, Fum, 39 Rec Yds, 1 Rec TD, 2PT, ...",13.9,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
BN,C. Sutton WR - DEN,CLE,"Win, 24-19","56 Rec Yds, 1 Rec TD, Fum, 7 Rush Yds, Rush TD, 2PT, ...",14.8,2019,9,Die EXperten,128.78,74.2,8-1-0,W5,Master of Disaster,72.3,6.8,3-6-0,L1,179
QB,J. Winston QB - TB,@SEA,"Loss, 34-40","335 Pass Yds, 2 Pass TD, Int, 8 Rush Yds, Rush TD, 1 Fum, 2PT, ...",20.2,2019,9,Master of Disaster,72.3,6.8,3-6-0,L1,Die EXperten,128.78,74.2,8-1-0,W5,179
RB,L. McCoy RB - KC,MIN,"Win, 26-23","9 Rush Yds, Rush TD, Fum, Rec Yds, Rec TD, 2PT, ...",1.4,2019,9,Master of Disaster,72.3,6.8,3-6-0,L1,Die EXperten,128.78,74.2,8-1-0,W5,179
